number,value,datetime_start,datetime_complete,duration,params_V10,params_V11,params_V12,params_V15,params_V18,params_V3,params_V6,params_V9,system_attrs_fixed_params,state
205,0.0,2026-06-30 12:30:56.080418,2026-06-30 12:30:59.628545,0 days 00:00:03.548127,968.6856556371762,-505.6060109492703,457.634475186766,-698.9718731019987,-764.6128437109403,-61.96545207168555,-968.7074232928584,-13.388434130298243,,COMPLETE
206,0.0,2026-06-30 12:30:59.641000,2026-06-30 12:31:03.056630,0 days 00:00:03.415630,829.1117943501256,-638.3560609971082,351.66899004945026,-738.5603412657533,-576.8203173699969,-181.55425299893741,-914.0312559449513,83.43056045708813,,COMPLETE
207,0.0,2026-06-30 12:31:03.069573,2026-06-30 12:31:06.559495,0 days 00:00:03.489922,764.6220863665195,-572.20653886881,535.7306064440512,-798.8246315993334,-713.7710719397207,-276.48268863146546,-932.6235222241876,29.545547886038126,,COMPLETE
208,0.0,2026-06-30 12:31:06.571184,2026-06-30 12:31:09.776527,0 days 00:00:03.205343,907.5579305497866,-403.38056077726685,383.6292272397564,-616.1749137653155,-660.2167384677136,-353.44344993051885,-846.1834473208095,-30.797858180479544,,COMPLETE
209,0.0,2026-06-30 12:31:09.787778,2026-06-30 12:31:13.461416,0 days 00:00:03.673638,859.6572917827582,-518.9394794195466,284.5529731840206,-888.8185851219625,-775.2393213325805,-228.76333649995803,-802.5423535473199,-117.87048573510765,,COMPLETE
210,0.0,2026-06-30 12:31:13.473191,2026-06-30 12:31:16.623174,0 days 00:00:03.149983,929.9669955629467,-443.9212485143703,475.68948178761224,-714.6732516246403,-849.4264866762583,-147.28992303345248,-876.0153786926398,4.174832569228386,,COMPLETE
211,0.0,2026-06-30 12:31:16.633951,2026-06-30 12:31:20.048169,0 days 00:00:03.414218,898.8869791990724,-484.59106893437297,425.3371420162461,-752.5293677213135,-725.2246960911206,-208.6483931797695,-956.5108003673123,11.941217581038032,,COMPLETE
212,0.0,2026-06-30 12:31:20.064170,2026-06-30 12:31:23.183963,0 days 00:00:03.119793,803.0383547785793,-538.7422949870627,428.2800112915741,-758.6730214736151,-739.8438570373365,-249.0394310536161,-995.3940277385747,72.1590586076018,,COMPLETE
213,0.0,2026-06-30 12:31:23.196317,2026-06-30 12:31:26.873079,0 days 00:00:03.676762,848.60072669625,-480.7859082872344,489.26495804246167,-808.1187669639579,-693.9043802451405,-312.67776661457805,-950.727737210027,-61.27823308370762,,COMPLETE
214,0.0,2026-06-30 12:31:26.893848,2026-06-30 12:31:30.285933,0 days 00:00:03.392085,971.6440973865069,-363.89014035145914,438.1308231412562,-673.9402875284832,-804.5935538558883,-207.91632983800503,-907.03023390554,113.36778685151496,,COMPLETE
215,0.0,2026-06-30 12:31:30.309505,2026-06-30 12:31:34.289426,0 days 00:00:03.979921,897.9395546734645,-420.69763846270376,171.48247674376825,-834.6707708272214,-608.521586486812,-265.41108081354196,-735.8859875177989,-8.60426408402329,,COMPLETE
216,0.0,2026-06-30 12:31:34.307970,2026-06-30 12:31:37.477544,0 days 00:00:03.169574,826.7379652333792,-616.5758049606907,385.4599068853829,-768.7313079022847,-740.2971908392257,-233.3199853793536,-958.1477377318819,36.81340305173333,,COMPLETE
217,0.0,2026-06-30 12:31:37.488925,2026-06-30 12:31:40.905447,0 days 00:00:03.416522,923.8303338469536,-482.20923138724373,328.00522787628995,-714.3203540286279,-661.0865763578298,-310.9222063586548,-899.20473721008,-82.66357399909973,,COMPLETE
218,0.0,2026-06-30 12:31:40.922212,2026-06-30 12:31:44.194840,0 days 00:00:03.272628,868.267901357732,-561.5533806082734,551.8093182072853,-747.4162264657438,-767.894479010534,-176.3858829303619,-856.9648162097546,-35.55906183373325,,COMPLETE
219,0.0,2026-06-30 12:31:44.206032,2026-06-30 12:31:47.615995,0 days 00:00:03.409963,999.8889964388183,-450.05008775042995,470.4581417124368,-861.3892232899727,-713.6190975820191,-283.0128333497378,-931.2441112795333,51.17838996849126,,COMPLETE
220,0.0,2026-06-30 12:31:47.632996,2026-06-30 12:31:50.915708,0 days 00:00:03.282712,791.7694191121618,-514.0489095879399,513.7543336409623,-661.4884212460277,-789.6602274137431,-238.8182990193016,-995.86976930379,-163.75996809940273,,COMPLETE
221,0.0,2026-06-30 12:31:50.929300,2026-06-30 12:31:53.944695,0 days 00:00:03.015395,889.0123373352137,-589.850036674268,443.28668072394834,-792.8056417471222,-732.4670010488132,-265.4130981686125,-896.6932996853363,1.6844191901829877,,COMPLETE
222,0.0,2026-06-30 12:31:53.956885,2026-06-30 12:31:57.526446,0 days 00:00:03.569561,876.5184048742493,-598.6036714850101,457.6315977148415,-793.9773928801616,-695.8465740992903,-196.7354876523072,-892.1459932450805,15.533063598011067,,COMPLETE
223,0.0,2026-06-30 12:31:57.538894,2026-06-30 12:32:00.771714,0 days 00:00:03.232820,939.7826538730795,-545.7373404937233,410.36656327742844,-711.5213112019742,-752.7430268465006,-251.3270624558917,-951.5309002569755,-36.42956936757148,,COMPLETE
224,27.0,2026-06-30 12:37:22.390034,2026-06-30 12:37:25.855885,0 days 00:00:03.465851,48.47,122.0,-491.87,-872.14,186.12,-533.92,-861.2,621.11,"{'V3': -533.92, 'V6': -861.2, 'V9': 621.11, 'V10': 48.47, 'V11': 122.0, 'V12': -491.87, 'V15': -872.14, 'V18': 186.12}",COMPLETE
