number,value,datetime_start,datetime_complete,duration,params_V10,params_V11,params_V12,params_V15,params_V18,params_V3,params_V6,params_V9,system_attrs_fixed_params,state
405,0.0,2026-06-30 12:48:42.080987,2026-06-30 12:48:45.626416,0 days 00:00:03.545429,185.03401145932142,-559.8192666204018,470.29376534284,-775.5300200153126,-836.4043421406714,-369.4449269698935,-914.254095948653,-98.55246543502105,,COMPLETE
406,-1.0,2026-06-30 12:48:44.908924,2026-06-30 12:48:48.849835,0 days 00:00:03.940911,-692.90529858152,-556.372967464352,-82.98947540509434,-784.0905853456056,-822.4037290465254,-352.29048485106944,-840.7249925698626,906.9992349713632,,COMPLETE
407,0.0,2026-06-30 12:48:45.645371,2026-06-30 12:48:49.729980,0 days 00:00:04.084609,959.6368530126695,-520.8837160811263,422.6439685325834,-796.360756860029,-602.651430654598,-138.24737790966236,-835.3148833286641,16.619179674603146,,COMPLETE
408,0.0,2026-06-30 12:48:48.876754,2026-06-30 12:48:53.425817,0 days 00:00:04.549063,936.3162313411415,-503.0045367108599,314.78600091186945,-817.6354568924982,-597.2274505006998,-144.56451358201386,-952.1645953727898,13.277919506933394,,COMPLETE
409,-1.0,2026-06-30 12:48:49.763278,2026-06-30 12:48:52.743737,0 days 00:00:02.980459,-92.27052908792629,-505.54671441360364,402.9044027738843,-688.8347526396568,-662.0969171490308,-190.18573180032118,-955.361888246041,-37.16221587785098,,COMPLETE
410,0.0,2026-06-30 12:48:52.756394,2026-06-30 12:48:57.436479,0 days 00:00:04.680085,905.4912257042708,-458.8752886412015,568.4624819816294,-827.1637924323667,-711.9828885482278,-274.93285545092255,-957.3924455059804,11.113085679780053,,COMPLETE
411,-1.0,2026-06-30 12:48:53.443284,2026-06-30 12:48:56.561392,0 days 00:00:03.118108,815.989557034058,90.72635292899648,492.8508405056182,-586.2408029695965,-716.0560745383334,-273.74050827569613,-884.1796429377753,55.81246076845596,,COMPLETE
412,-1.0,2026-06-30 12:48:56.611101,2026-06-30 12:49:00.936974,0 days 00:00:04.325873,96.70815371891756,-446.2844261325509,559.8816722346471,-752.4643703010357,-771.1403747759838,-300.0272204455481,-931.762528582385,605.8086763517815,,COMPLETE
413,0.0,2026-06-30 12:48:57.558803,2026-06-30 12:49:01.716402,0 days 00:00:04.157599,848.5503159071819,-788.7740682595827,442.9180449549795,-943.597053671237,-772.0805478509518,-316.06046678896524,-905.9753744576277,-48.18152799837094,,COMPLETE
414,0.0,2026-06-30 12:49:00.971418,2026-06-30 12:49:05.788079,0 days 00:00:04.816661,846.5268000255113,-382.386665703483,442.89399758653576,-887.8197456603141,-674.4130092576934,-207.97871121164465,-890.0943860773287,-59.89737422249942,,COMPLETE
415,-1.0,2026-06-30 12:49:01.733317,2026-06-30 12:49:04.985289,0 days 00:00:03.251972,793.1807854811406,-359.52231144901305,392.94429505739333,-870.6767041138833,-686.9950113897235,-204.5117845946532,-862.7152626098575,70.93303215156267,,COMPLETE
416,0.0,2026-06-30 12:49:05.013726,2026-06-30 12:49:09.547315,0 days 00:00:04.533589,890.7313689139575,-388.7627828315763,498.00551852096004,-734.6489851016972,-734.8540588257769,-244.60898898777853,-651.2663480363561,-66.36755510231137,,COMPLETE
417,-1.0,2026-06-30 12:49:05.800938,2026-06-30 12:49:08.706038,0 days 00:00:02.905100,885.0697142439634,-575.1505358870502,504.97716929254847,-727.2217507694804,-742.4540162798006,-103.38668840091961,-993.8722212144103,-6.366347889582585,,COMPLETE
418,-1.0,2026-06-30 12:49:08.720112,2026-06-30 12:49:13.079924,0 days 00:00:04.359812,914.5194133192798,-709.2516574912337,-442.7233015359967,-671.7323563562113,-650.5356823466101,-531.9637277411828,-940.1419170070249,-142.348761755502,,COMPLETE
419,0.0,2026-06-30 12:49:09.569527,2026-06-30 12:49:13.785949,0 days 00:00:04.216422,964.6819152935948,-493.5412125385937,649.201642362588,-674.8916614505572,-650.156128628553,-163.78782568610296,-812.8251602641601,-139.88111057199683,,COMPLETE
420,-1.0,2026-06-30 12:49:13.109130,2026-06-30 12:49:16.563161,0 days 00:00:03.454031,773.1074442742863,-498.51686326237245,329.46327855485026,-780.3626875736186,-791.0862595483839,-170.68778264328677,-809.4920803865984,50.40120758161109,,COMPLETE
421,0.0,2026-06-30 12:49:13.801959,2026-06-30 12:49:17.405055,0 days 00:00:03.603096,815.103176334761,-630.434456621672,336.22724343648895,-772.0783909025546,-814.6013449327972,-262.82173414035356,-999.7661420341549,186.60226937840247,,COMPLETE
422,-1.0,2026-06-30 12:49:16.586000,2026-06-30 12:49:20.753916,0 days 00:00:04.167916,840.30341401102,-269.3475646479633,-360.57012222055624,-762.2271071259429,-709.635396244565,-254.88807922481098,-966.63784376877,-15.397452142132412,,COMPLETE
423,0.0,2026-06-30 12:49:17.425646,2026-06-30 12:49:21.555070,0 days 00:00:04.129424,996.2623976104293,-543.2769855883095,405.6358539511598,-828.2450731015263,-713.0786796220732,-344.0473248528212,-859.9860975644518,-18.775606762687097,,COMPLETE
424,0.0,2026-06-30 12:49:20.786150,2026-06-30 12:49:25.211621,0 days 00:00:04.425471,996.8068172825274,-537.5137150749122,461.7652513834063,-823.8053173830165,-748.1419388384244,-79.33674927352016,-858.2308539574495,34.69828252534918,,COMPLETE
425,-1.0,2026-06-30 12:49:21.572886,2026-06-30 12:49:24.514534,0 days 00:00:02.941648,929.8909631019073,-452.22313081947505,465.7635392619705,-733.1425842944774,-757.5936063427575,-217.10913581860382,-912.0041684622136,97.17079322869874,,COMPLETE
426,-1.0,2026-06-30 12:49:24.538483,2026-06-30 12:49:28.030542,0 days 00:00:03.492059,868.9467390209487,-539.6547204951531,533.6514411332755,-706.1349847199988,998.651242362107,-303.0308685652011,-930.9884354127503,-449.04689644653166,,COMPLETE
427,0.0,2026-06-30 12:49:25.225169,2026-06-30 12:49:28.864261,0 days 00:00:03.639092,878.3386684675464,-425.2852681167401,514.4825925178505,-708.1029879104024,-880.0629665925569,-306.4776279867116,-931.1707931511326,-520.7502524700332,,COMPLETE
428,0.0,2026-06-30 12:49:28.053418,2026-06-30 12:49:32.508479,0 days 00:00:04.455061,886.2236739451445,-472.2588111742466,251.1068467717157,-791.4124222082876,-804.2724050230267,-219.52816234972963,-891.9792545431575,15.879218609716604,,COMPLETE
429,-1.0,2026-06-30 12:49:28.886016,2026-06-30 12:49:31.809702,0 days 00:00:02.923686,807.2341998154774,189.47274231557597,416.9053906571355,-796.1436250621462,-799.8758164492991,-176.7238352812978,-895.8651018987308,-74.87593434495611,,COMPLETE
430,0.0,2026-06-30 12:49:31.823731,2026-06-30 12:49:36.604874,0 days 00:00:04.781143,915.6536960415896,569.5702571792198,611.9714136156385,-758.4696284265844,-686.9410363646462,-220.57646279039264,-760.6519845651346,33.84802510941528,,COMPLETE
431,-1.0,2026-06-30 12:49:32.521756,2026-06-30 12:49:35.732142,0 days 00:00:03.210386,935.90610345182,-326.21424190492104,600.2821359784463,-865.1847980264923,-680.8729753861323,-262.2854351460424,-768.5832754051621,-41.08724512506394,,COMPLETE
432,0.0,2026-06-30 12:49:35.751636,2026-06-30 12:49:40.345962,0 days 00:00:04.594326,835.840963784965,600.3635708914262,378.43609897346755,-637.4492612775309,-732.8510798270838,-237.5548365758081,-971.3247237746274,-102.20023455727798,,COMPLETE
433,-1.0,2026-06-30 12:49:36.628772,2026-06-30 12:49:39.528358,0 days 00:00:02.899586,149.18883748845377,-583.4521450643485,369.9937103219901,-632.2278840997075,644.7994235036911,-130.1315964163158,-966.2369271257397,133.24593251742408,,COMPLETE
434,0.0,2026-06-30 12:49:39.549941,2026-06-30 12:49:44.250743,0 days 00:00:04.700802,755.913372631648,-503.67967406826335,434.9858688314312,-670.8333683309681,-733.9095719480813,-273.3176242514385,-963.0504441048638,-106.14753943123807,,COMPLETE
435,-1.0,2026-06-30 12:49:40.365417,2026-06-30 12:49:43.345554,0 days 00:00:02.980137,637.2639762706107,-502.93833020735036,465.97231225788437,-731.5847376161516,-768.368807771835,-348.19081156024555,-851.7263775772815,73.93198362528832,,COMPLETE
436,-1.0,2026-06-30 12:49:43.366139,2026-06-30 12:49:47.233056,0 days 00:00:03.866917,-188.73572468452713,-456.6139301426942,427.7900947644447,-913.7716268263899,-622.1065818714807,-613.9756276524588,-931.9521614605452,709.7473227987534,,COMPLETE
437,0.0,2026-06-30 12:49:44.280757,2026-06-30 12:49:48.062802,0 days 00:00:03.782045,865.931584191154,-428.7153863699889,479.56161074603,-911.1404232227243,-637.9957260857585,-390.1370991573658,-914.2807752461483,-201.1670151338925,,COMPLETE
438,0.0,2026-06-30 12:49:47.253275,2026-06-30 12:49:51.928488,0 days 00:00:04.675213,858.8907138173321,-415.67765668019473,196.75453450298988,-834.3183997455748,-836.5046619518188,-184.63488556595865,-998.5954764026701,-203.82073698403136,,COMPLETE
439,-1.0,2026-06-30 12:49:48.074269,2026-06-30 12:49:51.155309,0 days 00:00:03.081040,389.9131784698237,-594.8000113884804,686.7059799761738,-838.7718749914591,-708.213591743315,-188.09809466021477,-879.614072600969,471.41009773462326,,COMPLETE
440,0.0,2026-06-30 12:49:51.183072,2026-06-30 12:49:55.755110,0 days 00:00:04.572038,708.3049026146064,-474.22082512198983,552.4138038464444,-768.0075037519605,-777.6553747851964,-292.6158673899205,-999.8087304374052,4.51091496370023,,COMPLETE
441,-1.0,2026-06-30 12:49:51.953981,2026-06-30 12:49:55.009943,0 days 00:00:03.055962,785.7558898292558,-461.4243474397559,541.152839250063,-762.598439589728,-776.3784164960251,-285.3235329967165,-838.6535833284742,-2.1609690506309995,,COMPLETE
442,-1.0,2026-06-30 12:49:55.022985,2026-06-30 12:49:58.785089,0 days 00:00:03.762104,703.506192986828,-532.0770587897064,496.2094112378211,-700.0909729533684,-693.4255452271574,-333.0111654695214,-897.5751971089311,-42.80787545296164,,COMPLETE
443,0.0,2026-06-30 12:49:55.769947,2026-06-30 12:49:59.685262,0 days 00:00:03.915315,957.596357376044,-524.6342952560958,491.54956978604866,-694.4306901213216,-690.1838812137144,-242.02423753400092,-901.3160560282354,-45.61215731430936,,COMPLETE
444,-1.0,2026-06-30 12:49:58.821686,2026-06-30 12:50:02.738342,0 days 00:00:03.916656,941.884481483781,-398.6968211951951,397.83163183870533,-798.3630800191828,-849.0207075658536,-882.4352334511436,-805.7291729223945,52.53038142396308,,COMPLETE
445,0.0,2026-06-30 12:49:59.706311,2026-06-30 12:50:03.501237,0 days 00:00:03.794926,909.6061178630048,870.6819538543973,392.3567218937474,-808.2681796392253,-424.97401051522445,-139.92631046937925,-944.1925640603664,42.47314356917506,,COMPLETE
446,0.0,2026-06-30 12:50:02.758632,2026-06-30 12:50:07.641521,0 days 00:00:04.882889,907.8495772579711,-645.6760252500272,-661.6158572426393,-728.864854073484,-758.6710995909725,-682.4775817111549,-942.8200012385364,16.170385746170933,,COMPLETE
447,-1.0,2026-06-30 12:50:03.524298,2026-06-30 12:50:06.710121,0 days 00:00:03.185823,823.1645246966827,-654.2320244484557,-227.1698743962706,-732.7596712370965,-736.4513474687499,27.585725559946525,-858.0751608677106,629.0752065444491,,COMPLETE
448,0.0,2026-06-30 12:50:06.729188,2026-06-30 12:50:11.297890,0 days 00:00:04.568702,886.4048192756063,-485.97547547128454,443.11328368920636,-594.5609384649888,-748.2230456093077,-210.89314372216245,-710.4384763294038,-15.308752218048383,,COMPLETE
449,-1.0,2026-06-30 12:50:07.672863,2026-06-30 12:50:10.609796,0 days 00:00:02.936933,834.5345480752436,-483.253107550382,449.5240315782746,-866.8416711536931,-561.312211499851,-217.80508085035257,-961.2828712167347,-21.275631325882426,,COMPLETE
450,-1.0,2026-06-30 12:50:10.625454,2026-06-30 12:50:14.362166,0 days 00:00:03.736712,773.0868893716856,-572.0227994004032,355.34049971999946,-776.116444373086,-657.2933971209783,-257.1005345802577,-877.5450516727216,103.7370876782679,,COMPLETE
451,0.0,2026-06-30 12:50:11.309694,2026-06-30 12:50:15.169921,0 days 00:00:03.860227,789.321551622679,-569.4229003790551,72.25232057581582,-978.2846248261858,724.5068382049552,-269.0781248170995,-887.2513635424287,544.8004275565614,,COMPLETE
452,0.0,2026-06-30 12:50:14.384265,2026-06-30 12:50:18.906520,0 days 00:00:04.522255,803.0341930535942,-431.04179027401506,59.08046857172144,-956.307003588553,-933.0900599435492,-483.4562028080583,-920.7144140964086,547.0024346536736,,COMPLETE
453,-1.0,2026-06-30 12:50:15.190394,2026-06-30 12:50:18.179344,0 days 00:00:02.988950,863.5781011744726,-432.99169476954717,527.253896174084,-815.6621984107784,-821.2036063096779,-328.93878583196005,-931.134677802069,-77.68830370078383,,COMPLETE
454,0.0,2026-06-30 12:50:18.192704,2026-06-30 12:50:22.713696,0 days 00:00:04.520992,948.0102666688219,-516.535759686427,412.4642616493969,-666.2350747016357,-712.9545813628916,-161.54972197464775,-832.4652684030493,-56.268200482803394,,COMPLETE
455,-1.0,2026-06-30 12:50:18.923217,2026-06-30 12:50:21.962171,0 days 00:00:03.038954,295.19287883974516,-516.9384119626045,424.18971500673945,-666.4581206616267,173.1549928701403,-165.8732470043817,-829.5348277320331,81.52611106701859,,COMPLETE
456,0.0,2026-06-30 12:50:21.979569,2026-06-30 12:50:26.731410,0 days 00:00:04.751841,954.9647908361019,-363.2585215285451,275.7810280312453,-744.3745970939203,260.2220723276282,-101.0149229533889,-966.266376365042,-59.76009054756002,,COMPLETE
457,-1.0,2026-06-30 12:50:22.728979,2026-06-30 12:50:26.000139,0 days 00:00:03.271160,14.900900305449253,-382.0986911897529,487.3791629670361,-738.6938026062131,484.3062130780788,-86.31321412273832,-999.6071696752181,16.82574285837101,,COMPLETE
458,-1.0,2026-06-30 12:50:26.015864,2026-06-30 12:50:29.696429,0 days 00:00:03.680565,-501.94411178596545,-462.3163122793621,753.1225115690808,-856.7741299902482,-789.1162553964698,-244.25618866065187,-962.2800142219911,-120.04001553830865,,COMPLETE
459,0.0,2026-06-30 12:50:26.747858,2026-06-30 12:50:30.630880,0 days 00:00:03.883022,898.6773159965694,-613.5965613897985,-11.081883365144137,-865.8269099297825,-788.9852709518965,-235.1476091229109,-919.0945878307112,52.62591034204881,,COMPLETE
460,-1.0,2026-06-30 12:50:29.721232,2026-06-30 12:50:33.874654,0 days 00:00:04.153422,902.8400329125798,-556.5455972400534,574.6593068026526,-787.2254292230854,-358.3755338718486,-305.6750867729985,-902.6303366108085,54.58643134199329,,COMPLETE
461,0.0,2026-06-30 12:50:30.661888,2026-06-30 12:50:34.701818,0 days 00:00:04.039930,837.6161770005698,-558.0111029757358,469.9996867614776,-782.8213683835762,-676.0162124379258,-301.9089725561666,-872.3530099678812,-0.9712632671369885,,COMPLETE
462,-1.0,2026-06-30 12:50:33.888667,2026-06-30 12:50:37.389021,0 days 00:00:03.500354,846.8846837560945,-471.3973636988207,472.4328638546997,-706.923501090731,-678.5440132624777,-396.4185250639864,-860.497268442259,-18.923506477844327,,COMPLETE
463,0.0,2026-06-30 12:50:34.716793,2026-06-30 12:50:38.425025,0 days 00:00:03.708232,735.5751230200691,-469.5559798150594,356.419413916209,-708.2125511710311,-723.7265371606286,-393.25868043138905,-942.7207996474616,147.092603457395,,COMPLETE
464,-1.0,2026-06-30 12:50:37.416271,2026-06-30 12:50:41.576862,0 days 00:00:04.160591,743.2059201948099,663.0401686806965,345.5165211520673,-829.2076825821952,-622.9963543847554,-188.83860078973083,-945.4929199403696,-73.38484299367514,,COMPLETE
465,0.0,2026-06-30 12:50:38.452770,2026-06-30 12:50:42.300498,0 days 00:00:03.847728,71.70830847099084,-512.6478176439349,429.903236269491,-822.197475231805,-613.4517205104905,-197.0484351116788,-776.3779543343574,-85.77197895304741,,COMPLETE
466,-1.0,2026-06-30 12:50:41.601085,2026-06-30 12:50:44.967397,0 days 00:00:03.366312,870.9944892763921,-516.884300654211,523.6145304147747,-762.7670810972189,-750.5028493937065,-542.9728782276026,-790.125921611844,13.481261902301094,,COMPLETE
467,0.0,2026-06-30 12:50:42.315824,2026-06-30 12:50:46.182724,0 days 00:00:03.866900,878.493695742189,-417.1720144214014,524.653529427116,-760.4346925866361,-743.2212799345253,-564.4041843277039,-811.3346267259238,401.868772898762,,COMPLETE
468,-1.0,2026-06-30 12:50:44.983310,2026-06-30 12:50:49.090403,0 days 00:00:04.107093,923.8832289619604,-410.43648171466054,393.7410851425798,-741.599353257049,-856.0483361857737,-53.118324800257554,-902.7551279240481,96.46447637932931,,COMPLETE
469,0.0,2026-06-30 12:50:46.206986,2026-06-30 12:50:49.798824,0 days 00:00:03.591838,927.3579423025419,-13.252769099010862,310.381144951039,-891.404704793053,-872.9406731577387,-273.29210576201825,-897.3604643586846,-32.614565678378156,,COMPLETE
470,-1.0,2026-06-30 12:50:49.108459,2026-06-30 12:50:52.577833,0 days 00:00:03.469374,-620.0980974438428,58.576732918480424,448.14937605405686,-896.7739979848986,-810.5608216811447,-277.0658081909687,-971.3693120602782,-32.090777408070764,,COMPLETE
471,0.0,2026-06-30 12:50:49.816000,2026-06-30 12:50:53.470083,0 days 00:00:03.654083,822.77980942791,382.9530843639286,456.8393262648397,-680.4190049991178,-803.886858270132,-344.45485187273505,-999.6966801666513,999.3627597798122,,COMPLETE
472,0.0,2026-06-30 12:50:52.597960,2026-06-30 12:50:57.397458,0 days 00:00:04.799498,-45.726352810375424,-451.22570568588344,486.5732729648243,-692.8301131542626,-702.1120981524807,-356.4236304426065,-862.0012335537416,25.70800687464997,,COMPLETE
473,-1.0,2026-06-30 12:50:53.499446,2026-06-30 12:50:56.755767,0 days 00:00:03.256321,969.6043158085266,-449.0076906638416,-133.03756169137748,-801.581964275624,-708.2958935881662,-230.54193387621433,-856.2526480226506,29.80230502922151,,COMPLETE
474,-1.0,2026-06-30 12:50:56.772494,2026-06-30 12:51:00.414988,0 days 00:00:03.642494,804.0501810726149,-327.22634945465626,-470.0068575498699,-617.6023843671182,-646.5742737247543,-203.54191205846251,-933.2919088004811,69.4636130318932,,COMPLETE
475,0.0,2026-06-30 12:50:57.413794,2026-06-30 12:51:01.182649,0 days 00:00:03.768855,823.3293917776322,-588.2756057731315,566.9672970721894,-640.6234357580215,-660.3749776545914,-130.44891432232868,-932.2330367392216,78.14095037210048,,COMPLETE
476,-1.0,2026-06-30 12:51:00.432898,2026-06-30 12:51:04.736055,0 days 00:00:04.303157,865.1116271143779,-617.4776669511629,392.1581978245363,-543.3888934307802,-772.7523701882437,-243.90374461190808,-927.7051628541099,-17.372003288968653,,COMPLETE
477,0.0,2026-06-30 12:51:01.213126,2026-06-30 12:51:05.375032,0 days 00:00:04.161906,883.2289008881895,-497.3557659532471,-551.5375568110101,-723.8348326265649,-775.9353617399404,-255.40937089018243,-972.0082777803666,-115.95820601415443,,COMPLETE
478,-1.0,2026-06-30 12:51:04.755846,2026-06-30 12:51:08.313966,0 days 00:00:03.558120,896.1414759668892,-549.8270605621732,504.72775032721677,-722.6783694432694,-719.5721961917901,-311.94441136445795,-965.9885234584739,-111.01029841635524,,COMPLETE
479,0.0,2026-06-30 12:51:05.387150,2026-06-30 12:51:09.098486,0 days 00:00:03.711336,913.7957722266584,-541.5819207917687,496.7511030340418,-795.6403372323529,150.4580438640332,-164.6390788387463,-892.1474900203958,740.1920225015107,,COMPLETE
480,-1.0,2026-06-30 12:51:08.328856,2026-06-30 12:51:12.286655,0 days 00:00:03.957799,670.6629219480612,-684.7378809533586,418.10539015396256,-788.6069340079321,566.4088454482778,-167.40225277535524,-888.9502696576723,-53.40009210680012,,COMPLETE
481,0.0,2026-06-30 12:51:09.111716,2026-06-30 12:51:12.962514,0 days 00:00:03.850798,972.0795746466262,-390.1963903295446,421.1191543805292,-844.43369703593,563.7106167444581,-210.27615817326466,-827.2245888411784,-60.37182077166616,,COMPLETE
482,-1.0,2026-06-30 12:51:12.298934,2026-06-30 12:51:15.896519,0 days 00:00:03.597585,970.118723122333,-489.20061219736687,124.4057714547589,-849.2028071958556,-739.0127954565371,-210.9592169687792,-802.1835583884456,6.212717144389049,,COMPLETE
483,0.0,2026-06-30 12:51:12.979341,2026-06-30 12:51:16.731839,0 days 00:00:03.752498,780.714439849558,109.66630169984609,637.8712369212287,-766.0228906232577,-747.2973359826963,-301.9731155671487,-739.9349580194324,4.353592110500716,,COMPLETE
484,0.0,2026-06-30 12:51:15.911108,2026-06-30 12:51:20.718436,0 days 00:00:04.807328,-282.4400573595665,109.14715184181296,377.5288827982833,-757.7472060848817,-683.59341805925,-284.37444733281734,-999.3537005866635,-161.5951964516816,,COMPLETE
485,-1.0,2026-06-30 12:51:16.743660,2026-06-30 12:51:20.017077,0 days 00:00:03.273417,847.8430654126398,-433.88764920083804,370.1582786302932,-664.2421007583421,-8.327223572266007,-257.77256206578556,-962.3028924798208,45.77071057561214,,COMPLETE
486,-1.0,2026-06-30 12:51:20.034631,2026-06-30 12:51:23.661240,0 days 00:00:03.626609,924.0878759108177,298.1660240046524,458.00253704833943,-744.6795455715478,-829.110526178433,-284.04146284749385,-998.8078666193012,-173.4100290552243,,COMPLETE
487,0.0,2026-06-30 12:51:20.733392,2026-06-30 12:51:24.451415,0 days 00:00:03.718023,842.7854004287066,-491.8093848244116,469.57733390804265,-714.8940726420567,-823.0761353727881,-125.993923419282,-922.9288543619276,275.2933800904833,,COMPLETE
488,-1.0,2026-06-30 12:51:23.680044,2026-06-30 12:51:27.648260,0 days 00:00:03.968216,839.4595787200285,-491.8075803943245,-381.40342538824433,-804.2775532910985,-713.6084395292612,-132.3353554238897,-906.2579272610408,108.68269758288505,,COMPLETE
489,0.0,2026-06-30 12:51:24.471977,2026-06-30 12:51:28.388488,0 days 00:00:03.916511,767.0605888675967,984.1106850067976,-622.4928123817738,-809.328493925141,-703.1295922162492,-229.66592931340847,-846.2487075562096,-41.88286931349512,,COMPLETE
490,0.0,2026-06-30 12:51:27.668670,2026-06-30 12:51:32.050534,0 days 00:00:04.381864,776.644252791384,-542.3228723044822,562.1150145832113,-813.7202397407475,-770.0721690189688,-227.81280610592853,-856.0366492707813,339.44952274825243,,COMPLETE
491,-1.0,2026-06-30 12:51:28.402675,2026-06-30 12:51:31.317362,0 days 00:00:02.914687,883.6984403769125,-545.2580723042407,526.881636816807,-684.8553946941271,-769.7225622385623,-328.8753493942038,-864.6907957444636,-4.169134396063612,,COMPLETE
492,-1.0,2026-06-30 12:51:31.328382,2026-06-30 12:51:35.261361,0 days 00:00:03.932979,810.1410285302221,-953.9775040671923,595.491651101571,-928.8539479812708,-584.3063741954893,-184.84466897908052,-944.6025714902855,42.70321265857913,,COMPLETE
493,0.0,2026-06-30 12:51:32.066790,2026-06-30 12:51:36.032916,0 days 00:00:03.966126,936.9781037300849,-440.53034150742076,430.87332217625556,-935.2451958846832,-666.4294571445461,-194.6065004340512,-944.0358666555186,46.176094784496335,,COMPLETE
494,0.0,2026-06-30 12:51:35.287962,2026-06-30 12:51:39.677079,0 days 00:00:04.389117,894.9654672814418,-453.64741229361357,425.0794912397903,-872.0986496119058,-661.9791662829145,-259.5185858809529,-914.2250611196856,-86.18045911420776,,COMPLETE
495,-1.0,2026-06-30 12:51:36.050782,2026-06-30 12:51:38.769840,0 days 00:00:02.719058,878.1053904886734,-358.6865601805925,489.0797944070757,-756.017812413492,-189.1086686796442,-258.2314202204851,-901.0286292354156,-85.74721665420032,,COMPLETE
496,-1.0,2026-06-30 12:51:38.783344,2026-06-30 12:51:42.566832,0 days 00:00:03.783488,932.6487036484234,-461.2948901571092,413.87400922064876,-859.154363674882,-632.7135251112321,-331.24994217697133,-960.6293244123955,-24.564226097133208,,COMPLETE
497,0.0,2026-06-30 12:51:39.691588,2026-06-30 12:51:43.500232,0 days 00:00:03.808644,925.607431532231,-606.0611598706332,336.67638305459604,-715.5143960992556,831.9226328644685,-330.0196147857238,-821.3772139399855,-26.657658599076786,,COMPLETE
498,0.0,2026-06-30 12:51:42.597611,2026-06-30 12:51:47.207965,0 days 00:00:04.610354,842.3631110225891,-593.6650744398826,324.36844498193693,-704.8956899038076,-728.5779641689969,-450.1552183599868,-822.6865666745244,-645.4481822936798,,COMPLETE
499,-1.0,2026-06-30 12:51:43.527179,2026-06-30 12:51:46.495499,0 days 00:00:02.968320,997.0681252117449,-403.86466907077886,517.3701971154765,-654.255635301949,-731.519304360849,-160.79133548022415,-903.2340088972942,164.44280072668002,,COMPLETE
500,-1.0,2026-06-30 12:51:46.508677,2026-06-30 12:51:50.730831,0 days 00:00:04.222154,240.08828986036843,-512.5495897714092,460.154891378536,-770.8180484673873,-798.6549372936965,-220.5586768619702,-874.3427639643284,16.18739424433262,,COMPLETE
501,0.0,2026-06-30 12:51:47.223748,2026-06-30 12:51:51.410435,0 days 00:00:04.186687,444.54011901111767,-515.0162133921364,462.69901779842183,-768.9298641933926,230.2551407246184,-501.6523976471446,-963.1465526893651,821.1506029130188,,COMPLETE
502,0.0,2026-06-30 12:51:50.761699,2026-06-30 12:51:55.183281,0 days 00:00:04.421582,798.8531260388361,-514.3979856417825,545.6809027540099,-594.5929233033908,-907.9820203475028,-289.7722269611516,-954.011735367368,123.15183274757811,,COMPLETE
503,-1.0,2026-06-30 12:51:51.425664,2026-06-30 12:51:54.413494,0 days 00:00:02.987830,804.8438760569297,-485.71458524289994,392.696140347791,-808.2251263010033,-689.5907338902418,-289.02032975823204,-930.4690819502456,121.27187517778499,,COMPLETE
504,-1.0,2026-06-30 12:51:54.426487,2026-06-30 12:51:58.285045,0 days 00:00:03.858558,876.9505620448051,-409.4024463848161,542.8667687419065,-581.0766255205893,30.45226209378157,-372.21243994100837,-877.0260134317061,-324.0562646289647,,COMPLETE
505,0.0,2026-06-30 12:51:55.210820,2026-06-30 12:51:59.278708,0 days 00:00:04.067888,872.3614509189075,-287.51766492652393,287.4177673087995,-733.641299866606,-763.6545388302611,-369.5773830657248,-761.0516809742657,643.8934153791703,,COMPLETE
506,0.0,2026-06-30 12:51:58.303183,2026-06-30 12:52:03.022732,0 days 00:00:04.719549,739.0527792350433,-556.2922045503021,231.97944107935268,-736.683363168325,-766.7417189756211,-193.94353680881127,-996.7312853521104,79.4519221519796,,COMPLETE
507,-1.0,2026-06-30 12:51:59.315168,2026-06-30 12:52:02.379867,0 days 00:00:03.064699,743.3478842635297,-572.9867431337573,-312.2807617752284,-839.8933234202422,-802.353235954666,-192.32336019669538,-689.1227849785473,-36.483289488675744,,COMPLETE
508,0.0,2026-06-30 12:52:02.395911,2026-06-30 12:52:07.005177,0 days 00:00:04.609266,951.5067300318929,-464.6879619693782,496.50324264047515,-688.7642139453023,-851.3972484149973,-242.2098695673663,-916.3636622910396,14.500896136413287,,COMPLETE
509,-1.0,2026-06-30 12:52:03.039876,2026-06-30 12:52:06.062619,0 days 00:00:03.022743,959.8183099039073,-460.4892237696441,487.40247860191965,-673.125172400104,-707.3655697035925,-237.47511100939766,-917.3781667574921,3.4629558789415285,,COMPLETE
510,-1.0,2026-06-30 12:52:06.080469,2026-06-30 12:52:10.002959,0 days 00:00:03.922490,830.4866670871447,-387.2520478190945,376.1582302827851,-785.3586771382312,-738.3668713608532,-247.59869929515258,-870.8146337826486,-71.38542317509834,,COMPLETE
511,0.0,2026-06-30 12:52:07.033718,2026-06-30 12:52:10.706896,0 days 00:00:03.673178,837.4721334203441,-382.61269797361433,-708.849990847525,-783.0142549179518,-741.2336931232572,-157.13025601320555,-862.0547146954283,-75.93454031348989,,COMPLETE
512,-1.0,2026-06-30 12:52:10.017587,2026-06-30 12:52:13.747921,0 days 00:00:03.730334,914.45887041182,243.99700090915815,451.6791429428985,-830.1669443461758,-624.9714954039438,-143.81757167594637,-963.7930899506473,62.490167193192924,,COMPLETE
